Name,Description
nfrB,"cyclic di-3',5'-guanylate-activated glycosyltransferase"
ilvN,acetohydroxy acid synthase I subunit IlvN
nagK,<i>N</i>-acetyl-D-glucosamine kinase
yddE,PF02567 family protein YddE
mqsR,mRNA interferase toxin MqsR
mnmC,fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase
ygjQ,DUF218 domain-containing protein YgjQ
trkH,K+ transporter TrkH
ettA,energy-dependent translational throttle protein EttA
secY,Sec translocon subunit SecY
lysO,L-lysine/thialysine exporter
dnaJ,chaperone protein DnaJ
zbiJ,small regulatory RNA ZbiJ
yedP,putative mannosyl-3-phosphoglycerate phosphatase
ulaE,L-ribulose-5-phosphate 3-epimerase UlaE
yojI,ABC transporter family protein / microcin J25 efflux protein
cusR,DNA-binding transcriptional activator CusR-phosphorylated // DNA-binding transcriptional activator CusR
insL3,putative IS186/IS421 transposase
ydjF,putative DNA-binding transcriptional regulator YdjF
ynfT,Qin prophage; protein YnfT
insEF1,IS3 element transposase
tdcG,L-serine deaminase III
trpA,tryptophan synthase subunit &alpha;
dxs,1-deoxy-D-xylulose-5-phosphate synthase
lamB,maltose outer membrane channel / phage lambda receptor protein
xdhC,putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC
yedL,putative acetyltransferase YedL
rseP,intramembrane zinc metalloprotease RseP
yibU,
yidQ,DUF1375 domain-containing putative lipoprotein YidQ
polA,DNA polymerase I
aspA,aspartate ammonia-lyase
sroG,
aroF,"3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive"
insA5,IS1 protein InsA
ygiS,putative deoxycholate binding periplasmic protein
ppdD,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD
flgI,flagellar P-ring protein
insX,
ytfE,iron-sulfur cluster repair protein YtfE
yoeI,uncharacterized protein YoeI
prpD,2-methylcitrate dehydratase
ydfK,Qin prophage; cold shock protein YdfK
yihY,PF03631 family membrane protein YihY
ybjI,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
intF,CP4-6 prophage; putative phage integrase
ycjO,putative ABC transporter membrane subunit YcjO
yahB,putative LysR-type DNA-binding transcriptional regulator YahB
argE,acetylornithine deacetylase
ccp,cytochrome <I>c</i> peroxidase
iraP,anti-adaptor protein IraP
flgF,flagellar basal-body rod protein FlgF
glnA,adenylyl-[glutamine synthetase] // glutamine synthetase
thrT,tRNA-Thr(GGU)
aat,leucyl/phenylalanyl-tRNA&mdash;protein transferase
sodA,superoxide dismutase (Mn)
loiP,metalloprotease LoiP
sfsB,putative transcriptional regulator SfsB
dnaN,&beta; sliding clamp
yciX,uncharacterized protein YciX
ycbV,putative fimbrial protein YcbV
yniB,uncharacterized protein YniB
slyA,DNA-binding transcriptional dual regulator SlyA
rnpA,RNase P protein component
sufD,Fe-S cluster scaffold complex subunit SufD
rutB,ureidoacrylate amidohydrolase
ydfJ,putative transporter YdfJ
glpE,thiosulfate sulfurtransferase GlpE
livJ,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein
ampC,&beta;-lactamase
wbbH,putative O-antigen polymerase
ybgO,putative fimbrial protein YbgO
ygaZ,"L-valine exporter, YgaZ component"
sokX,small RNA SokX
patD,&gamma;-aminobutyraldehyde dehydrogenase
ypjC,DUF5507 domain-containing protein YpjC
topAI,"KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor"
cydA,cytochrome <i>bd</i>-I subunit 1
atoE,short chain fatty acid transporter
pth,peptidyl-tRNA hydrolase
ymgJ,uncharacterized protein YmgJ
hsdS,type I restriction enzyme EcoKI specificity subunit
ynbD,phosphatase domain-containing protein YnbD
rffG,"dTDP-glucose 4,6-dehydratase 2"
yggP,putative zinc-binding dehydrogenase YggP
fliG,flagellar motor switch protein FliG
livF,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF
fryC,putative PTS enzyme IIC component FryC
cpsB,mannose-1-phosphate guanylyltransferase
rem,Qin prophage; protein Rem
yqfG,uncharacterized protein YqfG
mlaC,intermembrane phospholipid transport system - periplasmic binding protein
ydeT,fimbrial usher domain-containing protein YdeT
crr,Enzyme IIA<sup>Glc</sup>
pagP,Lipid A palmitoyltransferase
ymgF,inner membrane protein YmgF
macB,ABC-type tripartite efflux pump ATP binding/membrane subunit
aaeB,aromatic carboxylic acid efflux pump subunit AaeB
rdlB,putative antisense regulatory RNA RdlB
rimM,ribosome maturation factor RimM
frwB,putative PTS enzyme IIB component FrwB
rppH,RNA pyrophosphohydrolase
aroE,shikimate dehydrogenase
naRNA3,naRNA3
plaR,DNA-binding transcriptional repressor PlaR
aldB,aldehyde dehydrogenase B
yahN,putative amino acid exporter YahN
araD,L-ribulose-5-phosphate 4-epimerase AraD
sibD,small RNA SibD
rzoR,Rac prophage; putative prophage outer membrane lipoprotein RzoR
ycaR,PF03966 family protein YcaR
ygdI,DUF903 domain-containing lipoprotein YgdI
argP,DNA-binding transcriptional dual regulator ArgP
prfA,peptide chain release factor RF1
diaA,DnaA initiator-associating protein DiaA
yeeJ,inverse autotransporter adhesin
ileX,tRNA-Ile(CAU)
acs,acetyl-CoA synthetase (AMP-forming)
epmB,"lysine 2,3-aminomutase"
fruB,FruB - his299 phosphorylated // fructose-specific PTS multiphosphoryl transfer protein FruB
ygiZ,DUF2645 domain-containing inner membrane protein YgiZ
ybgE,PF09600 family protein YbgE
mhpB,"3-carboxyethylcatechol 2,3-dioxygenase"
ubiG,bifunctional 3-demethylubiquinone-<i>8</i> 3-<i>O</i>-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase
pgrR,DNA-binding transcriptional repressor PgrR
yeaY,Slp family lipoprotein YeaY
yhbW,putative luciferase-like monooxygenase YhbW
hofC,inner membrane protein HofC
zitB,Zn<sup>2+</sup>/Cd<sup>2+</sup>/Ni<sup>2+</sup>/Cu<sup>2+</sup> exporter
rcnA,Ni<sup>2+</sup>/Co<sup>2+</sup> exporter
garP,galactarate/D-glucarate transporter GarP
gltB,glutamate synthase subunit GltB
dcuR,DcuR // DNA-binding transcriptional activator DcuR
dinG,ATP-dependent DNA helicase DinG
hokC,protein HokC
gatZ,"putative tagatose-1,6-bisphosphate aldolase 2 chaperone"
alaV,tRNA-Ala(UGC)
mtlA,mannitol-specific PTS enzyme IICBA component
glnD,protein-PII uridylyltransferase/uridylyl-removing enzyme
ydeN,putative sulfatase YdeN
yiaK,"2,3-diketo-L-gulonate reductase"
3'ETS-<i>leuZ</i>,small regulatory RNA 3'ETS<sup><i>leuZ</i></sup>
frlD,fructoselysine 6-kinase
pspH,small regulatory RNA PspH
fliJ,flagellar biosynthesis protein FliJ
acrE,multidrug efflux pump membrane fusion lipoprotein AcrE
intA,CP4-57 prophage; integrase IntA
ycjM,glucosylglycerate phosphorylase
rplI,50S ribosomal subunit protein L9
metA,homoserine <i>O</i>-succinyltransferase
gadX,DNA-binding transcriptional dual regulator GadX
mppA,murein tripeptide ABC transporter periplasmic binding protein
yfcR,putative fimbrial protein YfcR
yfbS,putative transporter YfbS
yoaA,ATP-dependent DNA helicase YoaA
pepN,aminopeptidase N
cnu,H-NS- and StpA-binding protein
ppnP,nucleoside phosphorylase PpnP
yfjY,CP4-57 prophage; RadC-like JAB domain-containing protein YfjY
dgcZ,diguanylate cyclase DgcZ
yjgW,
ysaC,
fimC,type 1 fimbriae periplasmic chaperone
yegH,inner membrane protein YegH
ispD,2-<i>C</i>-methyl-D-erythritol 4-phosphate cytidylyltransferase
mazF,endoribonuclease toxin MazF
nemA,<i>N</i>-ethylmaleimide reductase
gpsA,glycerol-3-phosphate dehydrogenase
istR-1,
ydcJ,DUF1338 domain-containing protein YdcJ
sibE,small RNA SibE
rplK,50S ribosomal subunit protein L11
psiE,putative phosphate starvation-inducible protein PsiE
ulaC,L-ascorbate specific PTS enzyme IIA component
glgC,glucose-1-phosphate adenylyltransferase
pheT,phenylalanine&mdash;tRNA ligase subunit &beta;
tsaC,L-threonylcarbamoyladenylate synthase
micF,small regulatory RNA MicF
panZ,acetyl-CoA-bound PanD maturation factor // PanD maturation factor
rpoB,RNA polymerase subunit &beta;
rbn,ribonuclease BN
yfiL,DUF2799 domain-containing lipoprotein YfiL
ykiE,protein YkiE
lptM,LptD oxidative maturation-associated lipoprotein
hyaD,putative hydrogenase 1 maturation protease HyaD
yjhP,KpLE2 phage-like element; putative methyltransferase YjhP
wcaL,putative colanic acid biosynthesis glycosyl transferase WcaL
intQ,Qin prophage; putative defective integrase
yfjX,CP4-57 prophage; putative antirestriction protein YfjX
yfcO,DUF2544 domain-containing protein YfcO
yojO,uncharacterized protein YojO
ydiJ,D-2-hydroxyglutarate dehydrogenase
hypD,Fe-(CN)<sub>2</sub>CO cofactor assembly scaffold protein HypD
yghQ,putative transport protein YghQ
ytfB,cell division protein YtfB
ytiC,protein YtiC
yegW,putative DNA-binding transcriptional regulator YegW
osmC,osmotically inducible peroxiredoxin OsmC
fliO,flagellar biosynthesis protein FliO
recF,recombination mediator protein RecF
yjbT,PF17089 family protein YjbT
yhdY,putative ABC transporter membrane subunit YhdY
ybhC,outer membrane lipoprotein YbhC
stfZ,small antisense RNA StfZ
ybhG,HlyD_D23 family protein YbhG
sibB,small RNA SibB
lacZ,&beta;-galactosidase
chpS,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system
fucP,L-fucose:H+ symporter
pssA,phosphatidylserine synthase
ygbJ,putative L-threonate dehydrogenase
insAB1,InsAB' transposase
ydhJ,putative membrane fusion protein YdhJ
cheY,CheY-acetylated // CheY-P<sup>asp</sup> // chemotaxis protein CheY
argD,<i>N</i>-acetylornithine aminotransferase / <i>N</i>-succinyldiaminopimelate aminotransferase
rpoC,RNA polymerase subunit &beta;'
ybeR,DUF1266 domain-containing protein YbeR
rbsA,ribose ABC transporter ATP binding subunit
rhsA,rhs element protein RhsA
wcaK,colanic acid biosynthesis pyruvyl transferase WcaK
mug,stationary phase mismatch/uracil DNA glycosylase
eutN,putative ethanolamine catabolic microcompartment shell protein EutN
eutM,putative ethanolamine catabolic microcompartment shell protein EutM
yhjV,putative transporter YhjV
abgR,putative LysR-type DNA-binding transcriptional regulator AbgR
cspE,transcription antiterminator and regulator of RNA stability CspE
ygbN,putative transporter YgbN
cysU,sulfate/thiosulfate ABC transporter inner membrane subunit CysU
yfjU,CP4-57 prophage; putative arsenate reductase-like protein YfjU
tdcC,threonine/serine:H<sup>+</sup> symporter TdcC
ydiM,putative exporter YdiM
yfeN,putative outer membrane porin YfeN
yjfZ,DUF2686 domain-containing protein YjfZ
insQ,putative RNA-guided DNA endonuclease InsQ
sthA,soluble pyridine nucleotide transhydrogenase
pykF,pyruvate kinase 1
bipA,50S ribosomal subunit assembly factor BipA
ybgV,protein YbgV
ynfP,protein YnfP
mdtA,multidrug efflux pump membrane fusion protein MdtA
ymfN,e14 prophage; chimeric replication protein/phage terminase YmfN
ydjM,inner membrane protein YdjM
ykgO,50S ribosomal subunit protein L36B
serT,tRNA-Ser(UGA)
nth,endonuclease III
rlmF,23S rRNA m<sup>6</sup>A1618 methyltransferase
fliD,flagellar filament capping protein
lpxP,palmitoleoyl acyltransferase
ypjI,putative UPF0401 protein YpjI
ybaK,Cys-tRNA<sup>Pro</sup>/Cys-tRNA<sup>Cys</sup> deacylase YbaK
ycdF,
trpD,anthranilate synthase subunit TrpD
mrcA,peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcA
yfeS,PF05406 family protein YfeS
rseB,anti-sigma factor stabilizing protein RseB
hdeB,periplasmic acid stress chaperone HdeB
dgoD,D-galactonate dehydratase
yccX,acylphosphatase
plsC,1-acylglycerol-3-phosphate <i>O</i>-acyltransferase PlsC
phoQ,sensor histidine kinase PhoQ
rhlE,ATP-dependent RNA helicase RhlE
yahD,ankyrin repeat-containing protein YahD
era,30S ribosomal subunit maturation GTPase Era
uspF,universal stress protein F
treA,periplasmic trehalase
uidA,&beta;-glucuronidase
sucB,dihydrolipoyl-[2-oxoglutarate dehydrogenase E2 subunit] // <i>S</i>-succinyldihydrolipoyl-[2-oxoglutarate dehydrogenase E2 subunit] // lipoyl-[2-oxoglutarate dehydrogenase E2 sbunit] // 2-oxoglutarate dehydrogenase E2 subunit
polB,DNA polymerase II
pinR,Rac prophage; putative site-specific recombinase
ybhF,ABC exporter ATP binding subunit YbhF
coaD,pantetheine-phosphate adenylyltransferase
cysA,sulfate/thiosulfate ABC transporter ATP binding subunit
tmk,Tmk
yqfI,protein YqfI
ytfF,inner membrane protein YtfF
mltF,membrane-bound lytic murein transglycosylase F
eutB,ethanolamine ammonia-lyase subunit &alpha;
pgm,phosphoglucomutase
ihfB,integration host factor subunit &beta;
yhiS,putative uncharacterized protein YhiS
yajL,protein/nucleic acid deglycase 3
iraM,anti-adaptor protein IraM
spy,ATP-independent periplasmic chaperone
fimD,type I fimbriae usher protein
ydcV,putative ABC transporter membrane subunit YdcV
ychH,stress-induced protein
yfdI,CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI
yfjP,CP4-57 prophage; putative GTP-binding protein YfjP
emrY,tripartite efflux pump membrane subunit EmrY
ftnA,ferritin iron storage protein
ppdC,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC
entS,enterobactin exporter EntS
insD3,CP4-44 prophage; IS2 insertion element protein InsB
fliR,flagellar biosynthesis protein FliR
btuR,cobinamide/cobalamin adenosyltransferase
entD,phosphopantetheinyl transferase EntD
preA,dihydropyrimidine dehydrogenase (NAD<sup>+</sup>) subunit PreA
nuoN,NADH:quinone oxidoreductase subunit N
gcvR,putative transcriptional regulator GcvR
mdtJ,multidrug/spermidine efflux pump membrane subunit MdtJ
iclR,DNA-binding transcriptional repressor IclR
ybdL,methionine transaminase
ibsE,toxic peptide IbsE
yfcL,PF08891 family protein YfcL
ycaL,periplasmic protease YcaL
yfaP,DUF2135 domain-containing protein YfaP
fsr,fosmidomycin efflux pump
citE,citrate lyase &beta; subunit
C0465,
gcvB,small regulatory RNA GcvB
yceB,putative lipid-binding lipoprotein YceB
ddpC,"putative D,D-dipeptide ABC transporter membrane subunit DdpC"
amyA,alpha-amylase
yjbJ,putative stress response protein YjbJ
yahJ,amidohydrolase family protein YahJ
ymfE,e14 prophage; uncharacterized protein YmfE
yifB,putative magnesium chelatase YifB
puuD,&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase
rclR,DNA-binding transcriptional activator RclR
yhhA,DUF2756 domain-containing protein YhhA
aroC,chorismate synthase
dtpB,dipeptide/tripeptide:H<sup>+</sup> symporter DtpB
kbp,K<sup>+</sup> binding protein
yffL,CPZ-55 prophage; uncharacterized protein YffL
tdh,threonine dehydrogenase
ycjD,DUF559 domain-containing protein YcjD
yheS,putative ATP-binding protein YheS
sapF,putrescine ABC exporter ATP binding protein SapF
chiA,endochitinase
yggR,Type II/IV secretion system family protein
yecU,protein YecU
frmR,DNA-binding transcriptional repressor FrmR
rapZ,RNase adaptor protein RapZ
yigB,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
dgcN,diguanylate cyclase DgcN
yiaU,DNA-binding transcriptional activator YiaU
ispU,"<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]"
ybeL,DUF1451 domain-containing protein YbeL
fliP,flagellar biosynthesis protein FliP
yihV,6-deoxy-6-sulfofructose kinase
cysM,cysteine synthase B
yieL,putative hydrolase YieL
murG,N-acetylglucosaminyl transferase
rrfG,5S ribosomal RNA
envR,DNA-binding transcriptional repressor EnvR
yphA,putative inner membrane protein
G0-10698,
sgbH,3-keto-L-gulonate-6-phosphate decarboxylase SgbH
yghT,putative ATP-binding protein YghT
ryfD,small regulatory RNA RyfD
yafE,putative S-adenosylmethionine-dependent methyltransferase
yadN,putative fimbrial protein YadN
yeaV,putative transporter YeaV
purU,formyltetrahydrofolate deformylase
yjcO,Sel1 repeat-containing protein YjcO
yadI,putative PTS enzyme IIA component YadI
rplM,50S ribosomal subunit protein L13
ybdG,miniconductance mechanosensitive channel YbdG
yqhC,DNA-binding transcriptional activator YqhC
ykiB,
ybjP,DUF3828 domain-containing lipoprotein YbjP
insB9,IS1 transposase B
leuS,leucine&mdash;tRNA ligase
glsA,glutaminase 1
ispF,"2-<i>C</i>-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
ynfA,putative transporter YnfA
xylF,xylose ABC transporter periplasmic binding protein
ynaI,small conductance mechanosensitive channel YnaI
hicB,antitoxin of the HicA-HicB toxin-antitoxin system /  DNA-binding transcriptional repressor HicB
yedE,putative selenium transporter YedE
ychE,MarC family putative inner membrane protein YchE
ycgZ,putative two-component system connector protein YcgZ
ompL,putative outer membrane porin L
yeiW,putative metal-chelating domain-containing protein YeiW
motR,small RNA MotR
sokE,small RNA SokE
yafC,DNA-binding transcriptional regulator YafC
cedA,cell division modulator
insF4,IS3 element protein InsF
pheA,fused chorismate mutase/prephenate dehydratase
trpL,<i>trp</i> operon leader peptide
hyi,hydroxypyruvate isomerase
tauC,taurine ABC transporter membrane subunit
lrp,DNA-binding transcriptional dual regulator Lrp
arfA,alternative ribosome-rescue factor A
wzc,protein-tyrosine kinase Wzc
ulaR,DNA-binding transcriptional repressor UlaR
hslV,peptidase component of the HslVU protease
ghoT,toxin of the GhoTS toxin-antitoxin system
cas1,multifunctional nuclease Cas1
asnW,tRNA-Asn(GUU)
rlmC,23S rRNA m<sup>5</sup>U747 methyltransferase
ompG,outer membrane porin G
dppC,dipeptide ABC transporter membrane subunit DppC
gmk,guanylate kinase
greA,transcription elongation factor GreA
yfeR,putative DNA-binding transcriptional regulator YfeR
proY,putative transporter ProY
ldrC,small toxic polypeptide LdrC
mutS,DNA mismatch repair protein MutS
asnA,asparagine synthetase A
